id,RELEASETIME,FULLTIME,REPAYTIME,ITEM_NAME,ITEM_AMOUNT,ITEM_STATUS,ITEM_INTRODUCTION,LIFE_LOAN,MONEY_RATE,LOAN_TYPE,LOAN_USE,BONDING_COMPANY,DEADLINE,REPAYTYPE,BORROWER_NAME,BORROWER_SEX,BORROWER_AGE,BORROWER_EDUCATION,BORROWER_MARRIAGE,BORROWER_INDUSTRY,BORROWER_CITY,BORROWER_INCOME,BORROWER_HOUSE,BORROWER_CAR,REWARD
"78993",\N,\N,\N,"公司经营 需要资金周转
                    普通标","110000.000000",\N,"借款详情：本人住址位于山东省菏泽市，因购买原材料，需要一笔资金周转；","1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","yzx788",\N,"27.000000","本科","已婚",\N,"山东省菏泽市","10001-30000",\N,\N,\N
"78994",\N,\N,\N,"公司经营，需要资金周转
                    					优选理财","350000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","zomnb",\N,"46.000000","高中及以下","已婚",\N,"贵州省凯里市","30001-50000",\N,"有","2.000000"
"78995",\N,\N,\N,"公司扩大生产，需资金周转","180000.000000",\N,"本人位于湖南省怀化市，因公司增加新业务，急需加一条流水线，需要资金临时周转一下。","15天",\N,"8.000000",\N,\N,\N,"到期还本付息","12nkk",\N,"57.000000","高中及以下","已婚",\N,"湖南省怀化市","10001-30000",\N,"有","7.000000"
"78996",\N,\N,\N,"优选2015062306期
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","huanglinwx",\N,\N,"专科","已婚",\N,"南京市鼓楼区","10001-30000",\N,"有",\N
"78997",\N,\N,\N,"生意周转，需要资金周转
                    普通标","90000.000000",\N,"借款详情：本人位于河南省郑州市，因公司要进一批原材料，需要资金周转，望大家支持","1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","sunlulu",\N,"53.000000","高中及以下","已婚",\N,"河南省郑州市","30001-50000",\N,"有",\N
"78998",\N,\N,\N,"房屋装修需要资金周转","240000.000000",\N,"本人位于沈阳市皇姑区，因个人房屋装修，需要资金周转，望大家支持。","15天",\N,"8.000000",\N,\N,\N,"到期还本付息","chgvhg89",\N,"51.000000","高中及以下","已婚",\N,"沈阳市皇姑区","10001-30000",\N,"有","7.000000"
"78999",\N,\N,\N,"新手标2015062404期","250000.000000",\N,"本人位于湖南省慈利县，因近期需要扩大经营，急需一笔资金进行周转。","15天",\N,"8.000000",\N,\N,\N,"到期还本付息","xz67bn",\N,"29.000000","本科","已婚",\N,"湖南省慈利县","30001-50000",\N,"有","7.000000"
"79000",\N,\N,\N,"优选2015062403期","250000.000000",\N,"本人为某学校副校长，位于宁夏西吉县，自营了一个书店，因书店扩张，需要资金周转，望大家支持。","15天",\N,"8.000000",\N,\N,\N,"到期还本付息","gyuyt57",\N,"45.000000","专科","已婚",\N,"宁夏西吉县","30001-50000",\N,"有","7.000000"
"79001",\N,\N,\N,"新手2015062401期","200000.000000",\N,"本人为某学校教师，自营一家书店，位于吉林省松原市，因开设分店，需要资金周转，望大家支持。","15天",\N,"8.000000",\N,\N,\N,"到期还本付息","sdfhj9",\N,"51.000000","专科","已婚",\N,"吉林省松原市","10001-30000",\N,"有","7.000000"
"79002",\N,\N,\N,"优选2015062307期
                    					优选理财",\N,\N,\N,"3个月",\N,\N,\N,\N,\N,"按月付息到期还本","yytfuf57",\N,\N,"本科","已婚",\N,"山西省太原市","10001-30000",\N,"有",\N
"79003",\N,\N,\N,"个体经营，业务资金周转
                    普通标","42360.000000",\N,\N,"1个月",\N,"9.000000",\N,\N,\N,"按月付息到期还本","jkef",\N,"52.000000","高中及以下","已婚",\N,"贵州贵阳","10001-30000",\N,"有",\N
"79004",\N,\N,\N,"优选2015062309期
                    					优选理财","200000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","dongchen168",\N,"36.000000","专科","已婚",\N,"宁夏吴忠市","10001-30000",\N,"有","2.000000"
"79005",\N,\N,\N,"新手2015062303期","230000.000000",\N,"本人位于安徽省合肥市，因公司要扩大经营，需要资金周转，望大家支持。","15天",\N,"8.000000",\N,\N,\N,"到期还本付息","yun01111",\N,"46.000000","高中及以下","已婚",\N,"安徽省合肥市","10001-30000",\N,"有","7.000000"
"79006",\N,\N,\N,"公司经营 需要资金周转","220000.000000",\N,"本人位于福建省福州市，因公司经营，需要资金周转，望大家支持。","15天",\N,"8.000000",\N,\N,\N,"到期还本付息","meihaoshidai",\N,"43.000000","专科","已婚",\N,"福建福州","10001-30000",\N,\N,"7.000000"
"79007",\N,\N,\N,"新房装修，需要一笔装修费
                    普通标",\N,\N,\N,"3个月",\N,\N,\N,\N,\N,"按月付息到期还本","cgtytu989",\N,\N,"专科","已婚",\N,"山东省梁山县","10001-30000",\N,"有",\N
"79008",\N,\N,\N,"优选2015062308期
                    					优选理财","200000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","dbu87",\N,"46.000000","高中及以下","已婚",\N,"安徽省合肥市","10001-30000",\N,"有","2.000000"
"79009",\N,\N,\N,"优选2015062305期
                    					优选理财","200000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","vjbju67",\N,"28.000000","本科","已婚",\N,"贵州省贵阳市","10001-30000",\N,"有","2.000000"
"79010",\N,\N,\N,"新手2015062301期","200000.000000",\N,"本人位于湖南省浏阳市，由于刚买了新房，需要装修，请大家支持。","15天",\N,"8.000000",\N,\N,\N,"到期还本付息","zhao5598327",\N,"44.000000","高中及以下","已婚",\N,"湖南省浏阳市","10001-30000",\N,"有","7.000000"
"79011",\N,\N,\N,"优选2015062304期
                    					优选理财","160000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","cvhjhy78",\N,"34.000000","研究生","已婚",\N,"宁夏西吉县","10001-30000",\N,"有","2.000000"
"79012",\N,\N,\N,"扩大经营 需要资金周转
                    普通标","100000.000000",\N,"借款详情：本人位于广西省平南县，开了一家服装店，由于生意比较好，想扩大经营，需要资金周转一下，望大家支持。","1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","yuejjj840902",\N,"32.000000","专科","已婚",\N,"广西平南县","10001-30000",\N,"有",\N
"79013",\N,\N,\N,"企业经营，需要资金周转
                    普通标","70600.000000",\N,\N,"3个月",\N,"11.000000",\N,\N,\N,"按月付息到期还本","洋洋",\N,"58.000000","高中及以下","已婚",\N,"广东省茂名市","30001-50000",\N,"有",\N
"79014",\N,\N,\N,"扩大规模 需资金周转
                    					优选理财","330000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","changdeshiyuan",\N,"28.000000","本科","已婚",\N,"河南省孟津县","30001-50000",\N,"有","2.000000"
"79015",\N,\N,\N,"优选2015062303期
                    					优选理财","200000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本",\N,\N,"26.000000","本科","已婚",\N,"重庆市武隆县","30001-50000",\N,"有","2.000000"
"79016",\N,\N,\N,"房屋装修 需要资金周转
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","oploo",\N,\N,"专科","已婚",\N,"河南荥阳","10001-30000",\N,\N,\N
"79017",\N,\N,\N,"扩大规模 需资金周转
                    					优选理财","300000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","sdfvdg",\N,"47.000000","高中及以下","已婚",\N,"河南省荥阳市","30001-50000",\N,"有","2.000000"
"79018",\N,\N,\N,"房屋装修 需要资金周转
                    普通标","80000.000000",\N,"借款详情：本人位于长春市双阳区，因房子需要装修，资金不是很充足，请大家支持。","1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","ryanli",\N,"39.000000","专科","已婚",\N,"长春市双阳区","10001-30000",\N,"有",\N
"79019",\N,\N,\N,"优选2015062301期
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","lulu",\N,\N,"专科","已婚",\N,"河南省郑州市","10001-30000",\N,"有",\N
"79020",\N,\N,\N,"扩大经营需资金周转
                    					优选理财","280000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","bn78gu",\N,"54.000000","高中及以下","已婚",\N,"吉林省蛟河市","30001-50000",\N,"有","2.000000"
"79021",\N,\N,\N,"商铺装修 急需资金周转
                    					优选理财","300000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","sw90vfd",\N,"47.000000","高中及以下","已婚",\N,"山东省淄博市","30001-50000",\N,"有","2.000000"
"79022",\N,\N,\N,"扩大经营，需要资金周转
                    					优选理财",\N,\N,\N,"3个月",\N,\N,\N,\N,\N,"按月付息到期还本","qazwsx",\N,\N,"研究生","已婚",\N,"郑州市金水区","10001-30000",\N,"有",\N
"79023",\N,\N,\N,"购房，急需资金周转
                    					优选理财","240000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","sw566bj",\N,"55.000000","高中及以下","已婚",\N,"山东省淄博市","10001-30000",\N,"有","2.000000"
"79024",\N,\N,\N,"扩大经营 需要资金周转
                    					优选理财","270000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","vaaet",\N,"50.000000","高中及以下","已婚",\N,"湖南省通道侗族自治县","10001-30000",\N,"有","2.000000"
"79025",\N,\N,\N,"新手2015062301期","200000.000000",\N,"本人位于江西省九江市，因个人消费，需要资金周转，望大家支持。","15天",\N,"8.000000",\N,\N,\N,"到期还本付息","Jerry114",\N,"45.000000","高中及以下","已婚",\N,"江西省九江市","10001-30000",\N,"有","7.000000"
"79026",\N,\N,\N,"个体经营 需要资金周转","200000.000000",\N,"本人位于武汉市硚口区，因个体经营需要资金周转，望大家支持。","15天",\N,"8.000000",\N,\N,\N,"到期还本付息","gaohq13",\N,"46.000000","高中及以下","已婚",\N,"湖北省武汉市","8001-10000",\N,\N,"7.000000"
"79027",\N,\N,\N,"新手2015061902期","200000.000000",\N,"本人位于黑龙江省双鸭山市，因公司经营，需要资金周转，望大家支持。","15天",\N,"8.000000",\N,\N,\N,"到期还本付息","zbhtpx",\N,"33.000000","本科","已婚",\N,"黑龙江省双鸭山市","10001-30000",\N,\N,"7.000000"
"79028",\N,\N,\N,"新手2015061901期","200000.000000",\N,"本人位于山东省济南市槐荫区，因房子装修，需要资金周转，望大家支持。","15天",\N,"8.000000",\N,\N,\N,"到期还本付息","cattt",\N,"27.000000","本科","已婚",\N,"济南市槐荫区","10001-30000",\N,\N,"7.000000"
"79029",\N,\N,\N,"生意周转 需要资金支持
                    					优选理财","300000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","f5677jj",\N,"38.000000","本科","已婚",\N,"四川省阆中市","30001-50000",\N,"有","2.000000"
"79030",\N,\N,\N,"公司经营 需要资金周转
                    					优选理财","300000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","洋洋",\N,"58.000000","高中及以下","已婚",\N,"广东省茂名市","30001-50000",\N,"有","2.000000"
"79031",\N,\N,\N,"扩大规模，需要资金周转
                    					优选理财","250000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","yzhengtai",\N,"49.000000","高中及以下","已婚",\N,"福建省福安市","30001-50000",\N,"有","2.000000"
"79032",\N,\N,\N,"公司经营 需要资金周转
                    					优选理财","180000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","lqy9",\N,"50.000000","高中及以下","已婚",\N,"沈阳长春市","10001-30000",\N,"有","2.000000"
"79033",\N,\N,\N,"公司经营 需要资金周转
                    					优选理财","330000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","cbgfgbfd",\N,"59.000000","高中及以下","已婚",\N,"武汉市洪山区","30001-50000",\N,"有","2.000000"
"79034",\N,\N,\N,"项目运作，需要一笔资金周转
                    普通标","56480.000000",\N,\N,"12个月",\N,"18.000000",\N,\N,\N,"按月付息到期还本","jkl001",\N,"42.000000","专科","已婚",\N,"河北省廊坊市","10001-30000",\N,"有",\N
"79035",\N,\N,\N,"购买原材料，需要资金周转
                    普通标","150000.000000",\N,"借款详情：本人住址位于辽宁省营口市，因购买原材料，需要一笔资金周转；","1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","xdv453",\N,"48.000000","高中及以下","已婚",\N,"辽宁省营口市","10001-30000",\N,"有",\N
"79036",\N,\N,\N,"企业经营 需要资金周转
                    					优选理财",\N,\N,\N,"3个月",\N,\N,\N,\N,\N,"按月付息到期还本","md66",\N,\N,"专科","已婚",\N,"重庆市彭水县","10001-30000",\N,\N,\N
"79037",\N,\N,\N,"优选2015061919期
                    					优选理财","330000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","ytutyuu",\N,"42.000000","专科","已婚",\N,"安徽省芜湖市","30001-50000",\N,"有","2.000000"
"79038",\N,\N,\N,"房子装修 需要资金周转
                    					优选理财","240000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","wzrz",\N,"52.000000","高中及以下","已婚",\N,"吉林省舒兰市","30001-50000",\N,"有","2.000000"
"79039",\N,\N,\N,"项目经营，需要资金周转
                    					优选理财","250000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","xdx56",\N,"45.000000","专科","已婚",\N,"吉林省吉林市","30001-50000",\N,"有","2.000000"
"79040",\N,\N,\N,"扩大经营 需要资金周转
                    					优选理财","200000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","hellolala",\N,"56.000000","高中及以下","已婚",\N,"北京市朝阳区","30001-50000",\N,"有","2.000000"
"79041",\N,\N,\N,"优选2015061918期
                    					优选理财","270000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","huazhongjiudian",\N,"44.000000","高中及以下","已婚",\N,"河南省郑州市","30001-50000",\N,"有","2.000000"
"79042",\N,\N,\N,"优选2015061916期
                    					优选理财","250000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","zczzcc",\N,"26.000000","本科","未婚",\N,"重庆市永川区","10001-30000",\N,\N,"2.000000"
"79043",\N,\N,\N,"优选2015061912期
                    					优选理财","240000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","e1vbn",\N,"35.000000","本科","已婚",\N,"四川省南充市","30001-50000",\N,"有","2.000000"
"79044",\N,\N,\N,"企业扩大经营，需要一笔资金周转
                    普通标","56480.000000",\N,\N,"3个月",\N,"11.000000",\N,\N,\N,"按月付息到期还本","小雪",\N,"42.000000","专科","已婚",\N,"湖南省涟源市","10001-30000",\N,"有",\N
"79045",\N,\N,\N,"优选2015061916期
                    					优选理财","150000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","rongrong",\N,"54.000000","高中及以下","已婚",\N,"成都市金牛区","10001-30000",\N,"有","2.000000"
"79046",\N,\N,\N,"优选2015061914期
                    					优选理财","120000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","mmxh2012",\N,"41.000000","专科","已婚",\N,"山东高密市","10001-30000",\N,\N,"2.000000"
"79047",\N,\N,\N,"项目经营，需要资金周转
                    					优选理财","160000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","xdxhxc56",\N,"33.000000","研究生","已婚",\N,"陕西省咸阳市","30001-50000",\N,"有","2.000000"
"79048",\N,\N,\N,"优选2015061909期
                    					优选理财","160000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","wsmk",\N,"27.000000","本科","已婚",\N,"安徽省肥东县","10001-30000",\N,"有","2.000000"
"79049",\N,\N,\N,"购买家电 需要资金周转
                    普通标",\N,\N,\N,"12个月",\N,\N,\N,\N,\N,"按月付息到期还本","bjjzxc",\N,\N,"高中及以下","已婚",\N,"四川省南部县","10001-30000",\N,"有",\N
"79050",\N,\N,\N,"优选2015061910期
                    					优选理财",\N,\N,\N,"3个月",\N,\N,\N,\N,\N,"按月付息到期还本","ccfyuy56vh",\N,\N,"专科","已婚",\N,"广西宾阳县","10001-30000",\N,"有",\N
"79051",\N,\N,\N,"优选2015061907期
                    					优选理财","100000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","vbgu34huc",\N,"26.000000","研究生","已婚",\N,"河北省迁安市","10001-30000",\N,"有","2.000000"
"79052",\N,\N,\N,"写字楼装修，需要资金周转
                    					优选理财","280000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","vnmcc",\N,"47.000000","高中及以下","已婚",\N,"重庆市江北区","10001-30000",\N,"有","2.000000"
